Sensor ,Unit ID,Time,lat,lon,alt,PM_1,PM_2.5,PM_4,PM_10,TSP,Status
MESSKIT02,UNIT4,9/26/2018 16:05,36.49839,-119.3855212,106,15.8,437.5,667.5,1742.2,1908.6,0
MESSKIT0R,UNIT7,9/26/2018 16:06,36.49640383,-119.3829103,81,1.9,14.5,42.2,142,156.8,0
MESSKIT0R,UNIT7,9/26/2018 16:07,36.497494,-119.3835182,81,1.4,8.4,28.7,93.1,99.9,0
MESSKIT02,UNIT4,9/26/2018 16:19,36.49624717,-119.381627,106,2.2,56.4,140.9,355.1,371.1,0
MESSKIT0R,UNIT7,9/26/2018 16:19,36.495651,-119.3811593,86,1.3,7.9,23.5,63.2,66.3,0
MESSKIT02,UNIT4,9/26/2018 16:21,36.49841483,-119.3825902,97,1.3,1.3,1.3,520.2,662.6,0
MESSKIT02,UNIT4,9/26/2018 16:22,36.49840617,-119.3841528,98,3.5,42.5,105.3,450.7,545,0
MESSKIT02,UNIT4,9/26/2018 16:23,36.498472,-119.3854318,97,1.3,1.9,42.4,204.1,274.4,0
MESSKIT02,UNIT4,9/26/2018 16:24,36.49847033,-119.3855727,95,3.8,8.9,177.5,1322.3,1621.2,0
MESSKIT02,UNIT4,9/26/2018 16:25,36.4984695,-119.3855727,96,3.9,107.5,275,1251.5,1471.5,0
MESSKIT02,UNIT4,9/26/2018 16:26,36.498462,-119.3855833,97,1.4,9.8,24.7,73.2,78.7,0
MESSKIT02,UNIT4,9/26/2018 16:27,36.498462,-119.3855722,96,1.3,1.3,1.3,570.6,673.5,0
MESSKIT0R,UNIT7,9/26/2018 16:27,36.49623933,-119.3814762,91,2,12.3,73.6,314.7,341.8,0
MESSKIT02,UNIT4,9/26/2018 16:28,36.4984755,-119.3855953,96,1.4,1.4,28.8,403.7,498,0
MESSKIT0R,UNIT7,9/26/2018 16:28,36.49873133,-119.3839233,102,2.7,53.6,156.4,630.5,665.6,0
MESSKIT02,UNIT4,9/26/2018 16:29,36.4984975,-119.3847883,131,2.4,2.4,88.6,801.6,974.2,0
MESSKIT0R,UNIT7,9/26/2018 16:29,36.49887233,-119.3846157,97,1.7,1.7,10.6,682.1,732,0
MESSKIT0R,UNIT7,9/26/2018 16:30,36.49885383,-119.3848812,97,1.6,13.5,40.9,145.9,152.7,0
MESSKIT0R,UNIT7,9/26/2018 16:31,36.49886433,-119.3848827,94,1.5,9.4,30,94.6,98.3,0
MESSKIT0R,UNIT7,9/26/2018 16:32,36.498989,-119.3839242,90,1.5,11.5,31.2,97.7,103.8,0
MESSKIT0R,UNIT7,9/26/2018 16:33,36.49888283,-119.383938,97,1.2,8.3,25.2,89.6,99.4,0
MESSKIT0R,UNIT7,9/26/2018 16:34,36.49873017,-119.3823603,107,1.3,3.7,46,199.3,214.1,0
MESSKIT0R,UNIT7,9/26/2018 16:40,36.4962235,-119.3829387,112,1.5,10.7,28.4,106,111.6,0
MESSKIT0R,UNIT7,9/26/2018 16:41,36.49684333,-119.3836762,95,1.4,1.4,1.4,93,2012.9,0
MESSKIT0R,UNIT7,9/26/2018 16:42,36.49882567,-119.383759,96,6.7,6.7,265.4,4418.6,5516.9,0
MESSKIT0R,UNIT7,9/26/2018 16:43,36.49883267,-119.3837595,91,24.9,317.9,1691.4,8905.2,10735.1,0
MESSKIT0R,UNIT7,9/26/2018 16:44,36.4987955,-119.3838447,91,1.8,19.5,78.9,438.7,512.7,0
MESSKIT0R,UNIT7,9/26/2018 16:45,36.49846533,-119.3836242,88,2.2,51.7,76.5,178.4,195.6,0
MESSKIT0R,UNIT7,9/26/2018 16:46,36.498763,-119.3824013,92,1.3,1.3,1.3,621.4,753.9,0
MESSKIT0R,UNIT7,9/26/2018 16:47,36.49876583,-119.3814558,90,2.1,31.5,80.2,292.5,318.4,0
MESSKIT0R,UNIT7,9/26/2018 16:48,36.49884217,-119.3814043,90,1.5,13.6,42.6,152.2,162.7,0
MESSKIT0R,UNIT7,9/26/2018 16:49,36.49897617,-119.3821845,86,1.5,1.5,1.5,1071.5,1315,0
MESSKIT0R,UNIT7,9/26/2018 16:50,36.49905383,-119.3824008,83,8,223.8,279.1,492.2,512,0
MESSKIT0R,UNIT7,9/26/2018 16:52,36.49872283,-119.3838072,87,1.6,1.6,25.9,506.8,543.2,0
MESSKIT0R,UNIT7,9/26/2018 16:53,36.49873067,-119.3813863,85,1.9,12.9,69.5,284.8,305.2,0
MESSKIT0R,UNIT7,9/27/2018 9:31,36.4987385,-119.381215,82,27.2,869,3244.1,20534.8,23759,0
MESSKIT02,UNIT4,9/27/2018 9:36,36.49876317,-119.3852322,105,2.1,2.1,2.1,1273.9,3468.8,0
MESSKIT02,UNIT4,9/27/2018 9:37,36.499517,-119.3852898,100,2.2,2.2,2.2,561.6,4964.9,0
MESSKIT02,UNIT4,9/27/2018 9:38,36.49914117,-119.3853217,99,30,30,2375.4,49879.9,54275.1,0
MESSKIT02,UNIT4,9/27/2018 9:39,36.498988,-119.3852648,105,48.5,1805.6,3864.9,24569.2,28357.4,0
MESSKIT0R,UNIT7,9/27/2018 9:39,36.49912333,-119.385384,91,2.3,2.3,2.3,2146.3,2605.5,0
MESSKIT02,UNIT4,9/27/2018 9:40,36.49893417,-119.384046,97,2.2,2.2,2.2,3450.3,4061.7,0
MESSKIT0R,UNIT7,9/27/2018 9:40,36.49909367,-119.3846348,94,2.3,2.3,2.3,1177.5,1383.9,0
MESSKIT02,UNIT4,9/27/2018 9:41,36.49891767,-119.3829402,95,6.2,191.9,542.1,1905.9,2230.1,0
MESSKIT0R,UNIT7,9/27/2018 9:41,36.49910817,-119.3834287,102,4.2,111.9,163.7,380.1,446,0
MESSKIT02,UNIT4,9/27/2018 9:42,36.49887183,-119.3820788,98,2.3,15.2,85.9,319.1,350.5,0
MESSKIT0R,UNIT7,9/27/2018 9:42,36.49882433,-119.382637,99,2.3,15.2,71.1,277.4,298.3,0
MESSKIT02,UNIT4,9/27/2018 9:43,36.49873167,-119.3814233,104,2.2,2.2,63.8,671.4,747.8,0
MESSKIT0R,UNIT7,9/27/2018 9:43,36.4987315,-119.3815193,93,2.4,25.5,72.8,237.1,253.7,0
MESSKIT02,UNIT4,9/27/2018 9:52,36.49853317,-119.3814098,97,7.2,7.2,7.2,18002.1,21487.6,0
MESSKIT02,UNIT4,9/27/2018 9:53,36.4991065,-119.3819017,95,40.4,523.3,4112.6,39187.2,44164.9,0
MESSKIT02,UNIT4,9/27/2018 9:54,36.49913933,-119.3827267,97,42.6,949.6,4731.7,50752.6,57164.5,0
MESSKIT02,UNIT4,9/27/2018 9:55,36.49915767,-119.3835562,97,9.6,9.6,142.1,17488.8,20819,0
MESSKIT02,UNIT4,9/27/2018 9:56,36.49916333,-119.3843952,97,46.4,255,3281.2,41881.6,48201.7,0
MESSKIT02,UNIT4,9/27/2018 9:57,36.499178,-119.3851907,96,41.9,997.7,3215.5,18518.1,21545.7,0
MESSKIT02,UNIT4,9/27/2018 9:58,36.4991115,-119.3856698,103,57.4,1441.7,5446,50907.5,57438.5,0
MESSKIT02,UNIT4,9/27/2018 9:59,36.49916883,-119.3854808,98,50.8,808.5,4976,59381,66411.8,0
MESSKIT02,UNIT4,9/27/2018 10:00,36.49913083,-119.3847468,99,26.5,333.4,2695.9,19915.6,23658.8,0
MESSKIT02,UNIT4,9/27/2018 10:01,36.49916217,-119.3839752,102,36,548.3,1351.3,6556.3,7959.8,0
MESSKIT0R,UNIT7,9/27/2018 10:01,36.498738,-119.3829268,101,2.4,21.8,56,192.2,207,0
MESSKIT02,UNIT4,9/27/2018 10:02,36.49915117,-119.383231,105,1.8,1.8,65.7,381.8,505.6,0
MESSKIT0R,UNIT7,9/27/2018 10:02,36.49908067,-119.3831567,94,2,13.1,56,236.1,259.5,0
MESSKIT02,UNIT4,9/27/2018 10:03,36.49912917,-119.3824048,99,6,158.4,268.3,746.6,935.9,0
MESSKIT0R,UNIT7,9/27/2018 10:03,36.49918833,-119.3830838,104,2.9,39.7,75.4,222.3,240.8,0
MESSKIT02,UNIT4,9/27/2018 10:04,36.49881717,-119.3814755,101,1.9,10.1,69.9,304.5,350.7,0
MESSKIT0R,UNIT7,9/27/2018 10:04,36.4992025,-119.3817442,97,2.3,14.4,57.2,243.4,263.7,0
MESSKIT02,UNIT4,9/27/2018 10:05,36.49873683,-119.3813803,111,2.1,2.1,2.1,1477.7,1778.5,0
MESSKIT0R,UNIT7,9/27/2018 10:05,36.49920283,-119.3812548,82,2.2,2.2,2.2,1454.9,1938.1,0
MESSKIT0R,UNIT7,9/27/2018 10:07,36.499201,-119.3812595,83,4.6,4.6,4.6,9096.2,11471.6,0
MESSKIT0R,UNIT7,9/27/2018 10:08,36.49919967,-119.3812658,86,17.1,834.1,1218.4,3959.2,4746.3,0
MESSKIT0R,UNIT7,9/27/2018 10:09,36.49916867,-119.3815327,85,31.7,292.3,3927.5,38441,46792,0
MESSKIT0R,UNIT7,9/27/2018 10:10,36.49916533,-119.382348,83,27.7,1310.7,1771.9,4405.1,5040,0
MESSKIT0R,UNIT7,9/27/2018 10:11,36.4992495,-119.382949,82,9.7,9.7,435.1,10497.8,12435,0
MESSKIT0R,UNIT7,9/27/2018 10:12,36.49926517,-119.3838915,81,3,3,204.8,1604.7,2071.3,0
MESSKIT0R,UNIT7,9/27/2018 10:13,36.4992835,-119.3844877,81,14.1,584.6,1363.1,5046.3,5650.3,0
MESSKIT0R,UNIT7,9/27/2018 10:14,36.49928033,-119.385408,81,2.3,12.9,75.9,345.4,377.4,0
MESSKIT0R,UNIT7,9/27/2018 10:15,36.49899133,-119.3854132,92,3.8,45.6,133.5,534,579.6,0
MESSKIT0R,UNIT7,9/27/2018 10:16,36.498752,-119.3813303,92,2.5,2.5,2.5,1389.5,1541.7,0
MESSKIT02,UNIT4,9/27/2018 10:43,36.4987385,-119.3814227,92,50.2,140.5,4671.6,39323.9,46456.4,0
MESSKIT02,UNIT4,9/27/2018 10:44,36.49928883,-119.3818957,90,8.6,8.6,8.6,8469.2,13031.5,0
MESSKIT02,UNIT4,9/27/2018 10:45,36.49929283,-119.382321,92,53.7,1470.9,4880.7,31677,39004.9,0
MESSKIT02,UNIT4,9/27/2018 10:46,36.49943767,-119.3830028,94,54.1,1231.4,2705.5,10916.7,12755.3,0
MESSKIT02,UNIT4,9/27/2018 10:47,36.499462,-119.384222,95,10.9,227.8,308.8,634.3,705.2,0
MESSKIT02,UNIT4,9/27/2018 10:48,36.49946667,-119.3850568,96,2.9,19.4,55.8,143.4,151.4,0
MESSKIT02,UNIT4,9/27/2018 10:49,36.49945017,-119.3855023,96,2.8,2.8,2.8,1972.5,2416.2,0
MESSKIT02,UNIT4,9/27/2018 10:50,36.49942217,-119.3855378,97,3.4,11,133.5,755.9,871.2,0
MESSKIT02,UNIT4,9/27/2018 10:51,36.49947833,-119.385481,99,4,4,4,5018.5,6150.7,0
MESSKIT02,UNIT4,9/27/2018 10:52,36.49954117,-119.3854568,96,3.1,3.1,59.9,803.9,910.5,0
MESSKIT02,UNIT4,9/27/2018 10:53,36.49952417,-119.3854387,89,3,3,3,3,4984.4,0
MESSKIT02,UNIT4,9/27/2018 10:54,36.49944233,-119.3855647,96,56.7,1024.2,3727.9,24200.1,30432.7,0
MESSKIT02,UNIT4,9/27/2018 10:55,36.49933233,-119.3855833,100,42,406.4,2916.5,21814.9,26652.6,0
MESSKIT02,UNIT4,9/27/2018 10:56,36.49925,-119.3855763,98,45.9,910.6,4217.9,21219.1,24932.6,0
MESSKIT02,UNIT4,9/27/2018 10:57,36.49925233,-119.3848508,96,25.2,512.1,2570.6,21994.5,26128.4,0
MESSKIT02,UNIT4,9/27/2018 10:58,36.4992795,-119.384072,96,7.5,319,394.1,741.4,776.6,0
MESSKIT02,UNIT4,9/27/2018 10:59,36.4992615,-119.3832145,95,2.8,2.8,2.8,1420.5,2017.7,0
MESSKIT02,UNIT4,9/27/2018 11:00,36.49921967,-119.3824263,97,2.8,15.6,64.2,204.2,215.3,0
MESSKIT02,UNIT4,9/27/2018 11:01,36.4987415,-119.3815548,98,2.9,16.5,80.9,339.7,386.6,0
MESSKIT02,UNIT4,9/27/2018 11:08,36.4987305,-119.3814138,88,41.2,490,3482.9,30860.1,35661.5,0
MESSKIT02,UNIT4,9/27/2018 11:09,36.499397,-119.3819398,90,32.8,845.8,2752.4,12633,14980.1,0
MESSKIT02,UNIT4,9/27/2018 11:10,36.49942667,-119.3825498,91,8.7,8.7,8.7,11708.1,14434.3,0
MESSKIT02,UNIT4,9/27/2018 11:11,36.49947117,-119.3833417,91,12.5,12.5,12.5,14574.4,18880.3,0
MESSKIT02,UNIT4,9/27/2018 11:12,36.4994825,-119.3841047,93,3.1,3.1,3.1,2632,3053,0
MESSKIT02,UNIT4,9/27/2018 11:13,36.49948367,-119.3848972,93,2.6,4.7,85.3,282.3,294,0
MESSKIT02,UNIT4,9/27/2018 11:14,36.49949633,-119.3855265,94,4.2,54.7,132.4,408.8,461.2,0
MESSKIT02,UNIT4,9/27/2018 11:15,36.498739,-119.3854987,106,2.6,9.6,103,432.1,512.2,0
MESSKIT02,UNIT4,9/27/2018 11:20,36.49877917,-119.3848533,98,2,2,2,2,3169.5,0
MESSKIT02,UNIT4,9/27/2018 11:21,36.49937967,-119.3854623,101,44.6,1172.6,2308,10193.9,12121.2,0
MESSKIT02,UNIT4,9/27/2018 11:22,36.4994745,-119.3855023,98,60.7,1183.3,4555.1,34241,40582.1,0
MESSKIT02,UNIT4,9/27/2018 11:23,36.49938767,-119.3855672,98,2,2,2,2,2975.3,0
MESSKIT02,UNIT4,9/27/2018 11:24,36.4992885,-119.3853832,97,52.4,1157.2,4535,28698.1,37515.1,0
MESSKIT02,UNIT4,9/27/2018 11:25,36.4992475,-119.3845495,95,2.8,2.8,2.8,1038,3862.2,0
MESSKIT02,UNIT4,9/27/2018 11:26,36.4992425,-119.3835373,94,2,2,2,770.4,912.7,0
MESSKIT0R,UNIT7,9/27/2018 11:26,36.49877633,-119.3832018,113,2.5,2.5,53.4,559.2,641.2,0
MESSKIT02,UNIT4,9/27/2018 11:27,36.49924433,-119.3828243,94,11.1,265.3,293.3,367.3,373.5,0
MESSKIT0R,UNIT7,9/27/2018 11:27,36.49942867,-119.3833528,96,2.4,2.4,67.1,366,424.5,0
MESSKIT02,UNIT4,9/27/2018 11:28,36.49808217,-119.3819445,100,2.3,23.3,53.2,137,145.7,0
MESSKIT0R,UNIT7,9/27/2018 11:28,36.499406,-119.3833685,86,5.2,131.3,274.3,1145.6,1392.2,0
MESSKIT0R,UNIT7,9/27/2018 11:29,36.49943517,-119.3818873,83,3,3,123.1,1036,1226.4,0
MESSKIT0R,UNIT7,9/27/2018 11:30,36.49942117,-119.381842,81,36.3,1271.7,4295.1,36335.8,43004.7,0
MESSKIT0R,UNIT7,9/27/2018 11:31,36.49949517,-119.3812958,85,6.9,6.9,749.9,12284.4,14693.2,0
MESSKIT0R,UNIT7,9/27/2018 11:32,36.49948167,-119.3812468,88,2,2,2,234,4704.5,0
MESSKIT0R,UNIT7,9/27/2018 11:33,36.49955817,-119.3816153,88,11.8,11.8,11.8,15558.1,19159.5,0
MESSKIT0R,UNIT7,9/27/2018 11:34,36.4997085,-119.3824787,87,1.9,1.9,1.9,2820,5193,0
MESSKIT0R,UNIT7,9/27/2018 11:35,36.49969767,-119.383119,87,1.9,1.9,22.4,1050.2,1510,0
MESSKIT0R,UNIT7,9/27/2018 11:36,36.49970683,-119.3840213,85,19.1,1298.8,1967.4,10314.3,12509.8,0
MESSKIT0R,UNIT7,9/27/2018 11:37,36.49975233,-119.3847085,81,2,11.2,38.3,148,164.6,0
MESSKIT0R,UNIT7,9/27/2018 11:38,36.499684,-119.3855162,81,1.8,1.8,1.8,1186.2,1345.3,0
MESSKIT0R,UNIT7,9/27/2018 11:39,36.49969467,-119.3855562,81,5.3,75.9,378.7,1425.9,1515.2,0
MESSKIT0R,UNIT7,9/27/2018 11:40,36.49890967,-119.384461,84,1.8,10.8,36.9,141.7,160.8,0
MESSKIT0R,UNIT7,9/27/2018 11:41,36.49887767,-119.381309,82,3.1,72.1,115.8,297.5,315.4,0
MESSKIT02,UNIT4,9/27/2018 11:42,36.49873583,-119.3832935,110,7.8,7.8,7.8,4034.8,5860.4,0
MESSKIT0R,UNIT7,9/27/2018 11:42,36.4988875,-119.3813027,80,1.7,9.3,35.4,120.2,126.4,0
MESSKIT02,UNIT4,9/27/2018 11:43,36.49948333,-119.3855013,107,43.3,652.1,3139.6,15933.1,19198.6,0
MESSKIT02,UNIT4,9/27/2018 11:44,36.4994305,-119.3854277,102,53.8,144.7,3848,28850.8,36070.8,0
MESSKIT02,UNIT4,9/27/2018 11:45,36.49933667,-119.385455,95,29.9,29.9,964.8,37455,45652.5,0
MESSKIT02,UNIT4,9/27/2018 11:46,36.499327,-119.3848848,97,2,2,2,761.4,2975.3,0
MESSKIT02,UNIT4,9/27/2018 11:47,36.4992395,-119.3843345,97,26.6,781.4,974.1,3049,3399.1,0
MESSKIT02,UNIT4,9/27/2018 11:48,36.49924517,-119.3835182,98,1.7,1.7,42.6,264.9,299.4,0
MESSKIT02,UNIT4,9/27/2018 11:49,36.49930367,-119.3827725,96,3.8,7.1,257.3,1161.2,1323.3,0
MESSKIT02,UNIT4,9/27/2018 11:50,36.49881383,-119.3815925,96,2.8,2.8,111.2,534.1,595.1,0
MESSKIT0R,UNIT7,9/27/2018 11:57,36.49875833,-119.381313,100,1.7,1.7,1.7,742.8,901.2,0
MESSKIT0R,UNIT7,9/27/2018 11:58,36.49928433,-119.3812305,95,37.1,1190.2,2549.3,13553.3,15701.3,0
MESSKIT0R,UNIT7,9/27/2018 11:59,36.4993825,-119.3812032,93,45.9,1216.1,3657.9,21963.7,26363.9,0
MESSKIT0R,UNIT7,9/27/2018 12:00,36.49938967,-119.3812028,89,8.2,185,565.4,2727.7,3116,0
MESSKIT0R,UNIT7,9/27/2018 12:01,36.4993935,-119.3811853,88,31.8,809.6,2098.9,10120.8,12046.3,0
MESSKIT0R,UNIT7,9/27/2018 12:02,36.49967133,-119.3816703,88,20.8,675.7,1023.8,2937.4,3357.8,0
MESSKIT0R,UNIT7,9/27/2018 12:03,36.4997095,-119.3827098,91,18.4,153.3,1589,9321.9,11556.8,0
MESSKIT0R,UNIT7,9/27/2018 12:04,36.49973183,-119.383476,90,22.4,682.8,1013.5,2831.3,3382.9,0
MESSKIT0R,UNIT7,9/27/2018 12:05,36.49974183,-119.3842447,91,21.9,686,1025.9,3539.9,4216.7,0
MESSKIT0R,UNIT7,9/27/2018 12:06,36.49975017,-119.3851567,92,21.1,584.5,627.7,826.6,877.1,0
MESSKIT0R,UNIT7,9/27/2018 12:07,36.4997355,-119.3853707,92,32.7,789.8,2137.4,12209.6,13672.8,0
MESSKIT0R,UNIT7,9/27/2018 12:08,36.49969933,-119.3855803,87,13.3,225,514.3,1625.3,1744.2,0
MESSKIT0R,UNIT7,9/27/2018 12:09,36.49962783,-119.3854561,85,4.9,4.9,4.9,6850.9,8846.7,0
MESSKIT0R,UNIT7,9/27/2018 12:10,36.49956367,-119.3845002,83,1.3,1.3,1.3,701.6,1386.4,0
MESSKIT0R,UNIT7,9/27/2018 12:11,36.49955267,-119.3838238,82,10.7,364.3,851.6,3379.4,3746.1,0
MESSKIT0R,UNIT7,9/27/2018 12:12,36.49957217,-119.3828778,83,1.8,12.3,43.9,170.2,190.6,0
MESSKIT0R,UNIT7,9/27/2018 12:13,36.499009,-119.3820657,89,1.4,7.4,36.6,152.8,164.5,0
MESSKIT0R,UNIT7,9/27/2018 12:14,36.49873067,-119.3814037,99,1.5,11.3,33.9,109.4,122.4,0
MESSKIT02,UNIT4,9/27/2018 12:16,36.4987505,-119.3813963,100,51.8,1755.9,3460.9,12853.9,16155.7,0
MESSKIT02,UNIT4,9/27/2018 12:17,36.49978283,-119.3818378,101,3.8,5.4,372.1,1978.7,2380.5,0
MESSKIT02,UNIT4,9/27/2018 12:18,36.49979633,-119.3825953,99,1.5,1.5,1.5,434.9,2297.5,0
MESSKIT02,UNIT4,9/27/2018 12:19,36.49974883,-119.383598,97,1.5,1.5,1.5,758.9,2598.8,0
MESSKIT02,UNIT4,9/27/2018 12:20,36.49978567,-119.3845603,99,1.4,1.4,1.4,708.1,1593.2,0
MESSKIT02,UNIT4,9/27/2018 12:21,36.4997705,-119.385486,96,1.7,1.7,1.7,791.8,958.8,0
MESSKIT02,UNIT4,9/27/2018 12:22,36.49836467,-119.385514,107,1.3,1.3,1.3,1045.6,1422.8,0
MESSKIT02,UNIT4,9/27/2018 12:23,36.49847567,-119.381203,113,9.1,172,380.8,1154.3,1384.2,0
MESSKIT02,NULL,9/27/2018 12:24,36.4988435,-119.3813505,103,NULL,NULL,NULL,NULL,NULL,NULL
MESSKIT02,NULL,9/27/2018 12:25,36.49873017,-119.3813808,106,NULL,NULL,NULL,NULL,NULL,NULL
MESSKIT02,NULL,9/27/2018 12:27,36.49873383,-119.3812647,92,NULL,NULL,NULL,NULL,NULL,NULL
MESSKIT0R,UNIT7,9/27/2018 12:28,36.49812933,-119.3813587,89,1.9,6.9,75.7,376.6,402.5,0
MESSKIT02,NULL,9/27/2018 12:28,36.498735,-119.3812458,89,NULL,NULL,NULL,NULL,NULL,NULL
MESSKIT0R,UNIT7,9/27/2018 12:29,36.49707733,-119.3815018,93,2.4,30.3,63.9,193.6,211.5,0
MESSKIT02,NULL,9/27/2018 12:29,36.49873533,-119.3812345,88,NULL,NULL,NULL,NULL,NULL,NULL
MESSKIT0R,UNIT7,9/27/2018 12:30,36.49634333,-119.3813667,100,1.5,8.8,35.8,141,149.7,0
MESSKIT0R,UNIT7,9/27/2018 12:31,36.4962055,-119.3813177,103,1.7,8.7,35.8,141.5,154.5,0
